ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
36	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70086054	70086273	70086123	70086273	70085815	70085903
37	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70083506	70083687	70083537	70083687	70077300	70077381
38	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	69964230	69964427	69964368	69964427	69963281	69963500
39	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70055655	70055910	70055713	70055910	70053730	70053815
40	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70083506	70083687	70083537	70083687	70051202	70051305
41	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70055655	70055910	70055713	70055910	70051202	70051305
42	"ENSG00000103168.16"	"TAF1C"	chr16	-	84183071	84183149	84183075	84183149	84182201	84182440
43	"ENSG00000111642.15"	"CHD4"	chr12	-	6578337	6578546	6578408	6578546	6578028	6578117
44	"ENSG00000111642.15"	"CHD4"	chr12	-	6583195	6583378	6583197	6583378	6583026	6583113
45	"ENSG00000111642.15"	"CHD4"	chr12	-	6573070	6573269	6573073	6573269	6570868	6571032
46	"ENSG00000111642.15"	"CHD4"	chr12	-	6587660	6587949	6587711	6587949	6587383	6587559
47	"ENSG00000111642.15"	"CHD4"	chr12	-	6581037	6581173	6581043	6581173	6578845	6578917
48	"ENSG00000121542.12"	"SEC22A"	chr3	+	123204715	123204813	123204715	123204784	123209198	123209399
49	"ENSG00000213366.13"	"GSTM2"	chr1	+	109668424	109668500	109668424	109668483	109668924	109668989
50	"ENSG00000225488.3"	"AC092447.4"	chr7	-	56482094	56482456	56482283	56482456	56477587	56477832
51	"ENSG00000136449.15"	"MYCBPAP"	chr17	+	50517292	50517497	50517292	50517452	50517594	50517698
52	"ENSG00000005700.15"	"IBTK"	chr6	-	82227163	82227302	82227191	82227302	82225476	82225647
53	"ENSG00000140471.17"	"LINS1"	chr15	-	100580443	100580945	100580800	100580945	100580262	100580352
54	"ENSG00000182035.12"	"ADIG"	chr20	+	38586028	38586257	38586028	38586143	38588100	38588463
55	"ENSG00000127081.14"	"ZNF484"	chr9	-	92877819	92878038	92877889	92878038	92875014	92875059
56	"ENSG00000100413.17"	"POLR3H"	chr22	-	41532603	41532745	41532658	41532745	41532093	41532157
57	"ENSG00000000419.12"	"DPM1"	chr20	-	50941104	50941209	50941128	50941209	50940864	50940933
58	"ENSG00000173171.14"	"MTX1"	chr1	+	155210345	155210435	155210345	155210415	155210547	155210627
59	"ENSG00000173171.14"	"MTX1"	chr1	+	155210547	155212219	155210547	155210627	155212384	155212567
60	"ENSG00000141252.20"	"VPS53"	chr17	-	553379	553462	553432	553462	551871	551950
61	"ENSG00000242593.7"	"AC006148.1"	chr7	+	124360108	124360252	124360108	124360198	124376321	124376396
62	"ENSG00000242593.7"	"AC006148.1"	chr7	+	124376321	124376396	124376321	124376389	124385597	124385649
63	"ENSG00000086758.16"	"HUWE1"	chrX	-	53602563	53602658	53602590	53602658	53600117	53600309
64	"ENSG00000086758.16"	"HUWE1"	chrX	-	53543840	53543968	53543885	53543968	53542442	53542539
65	"ENSG00000148600.15"	"CDHR1"	chr10	+	84212178	84212407	84212178	84212292	84213090	84213348
66	"ENSG00000154832.15"	"CXXC1"	chr18	-	50284719	50284839	50284731	50284839	50284377	50284562
67	"ENSG00000074582.14"	"BCS1L"	chr2	+	218660306	218660482	218660306	218660421	218660938	218661307
68	"ENSG00000074582.14"	"BCS1L"	chr2	+	218660036	218660245	218660036	218660166	218660938	218661307
69	"ENSG00000074582.14"	"BCS1L"	chr2	+	218660036	218660218	218660036	218660166	218660938	218661307
70	"ENSG00000074582.14"	"BCS1L"	chr2	+	218660036	218660245	218660036	218660218	218660938	218661307
71	"ENSG00000074582.14"	"BCS1L"	chr2	+	218662196	218662679	218662196	218662260	218662882	218663000
72	"ENSG00000185920.16"	"PTCH1"	chr9	-	95507933	95508040	95507950	95508040	95506406	95506599
73	"ENSG00000185920.16"	"PTCH1"	chr9	-	95516468	95516965	95516622	95516965	95506406	95506599
74	"ENSG00000135902.10"	"CHRND"	chr2	+	232528261	232528371	232528261	232528339	232528500	232528656
75	"ENSG00000236753.7"	"MKLN1-AS"	chr7	-	131324251	131324425	131324302	131324425	131323364	131323868
76	"ENSG00000161533.12"	"ACOX1"	chr17	-	75978790	75979128	75978964	75979128	75978533	75978693
77	"ENSG00000132294.15"	"EFR3A"	chr8	+	131940498	131940644	131940498	131940575	131944744	131944872
78	"ENSG00000108679.13"	"LGALS3BP"	chr17	-	78976994	78977214	78977139	78977214	78975964	78976156
79	"ENSG00000279000.3"	"OR10A6"	chr11	-	7930808	7930889	7930860	7930889	7924591	7930515
80	"ENSG00000260596.5"	"DUX4"	chr4	+	190173773	190175056	190173773	190174250	190175192	190175284
81	"ENSG00000103485.19"	"QPRT"	chr16	+	29694663	29695199	29694663	29694755	29696995	29697127
82	"ENSG00000133706.18"	"LARS1"	chr5	-	146144623	146144709	146144662	146144709	146144471	146144537
83	"ENSG00000109113.20"	"RAB34"	chr17	-	28715194	28715276	28715218	28715276	28715031	28715122
84	"ENSG00000109113.20"	"RAB34"	chr17	-	28715027	28715122	28715031	28715122	28714792	28714900
85	"ENSG00000172671.20"	"ZFAND4"	chr10	-	45672271	45672762	45672678	45672762	45663541	45663842
86	"ENSG00000169398.19"	"PTK2"	chr8	-	140675429	140675499	140675459	140675499	140674297	140674404
87	"ENSG00000185038.14"	"MROH2A"	chr2	+	233823555	233823682	233823555	233823664	233828629	233828779
88	"ENSG00000185038.14"	"MROH2A"	chr2	+	233822362	233822571	233822362	233822556	233822880	233823018
89	"ENSG00000223812.8"	"AC073365.1"	chr3	+	191546050	191546115	191546050	191546111	191557261	191557288
90	"ENSG00000223812.8"	"AC073365.1"	chr3	+	191559677	191559754	191559677	191559750	191569599	191569824
91	"ENSG00000223812.8"	"AC073365.1"	chr3	+	191559677	191559969	191559677	191559750	191569599	191569824
92	"ENSG00000223812.8"	"AC073365.1"	chr3	+	191559677	191559969	191559677	191559754	191569599	191569824
93	"ENSG00000223812.8"	"AC073365.1"	chr3	+	191557261	191557384	191557261	191557288	191569599	191569824
94	"ENSG00000156873.16"	"PHKG2"	chr16	+	30751105	30751281	30751105	30751217	30751548	30751603
95	"ENSG00000100888.14"	"CHD8"	chr14	-	21430800	21431858	21431810	21431858	21428963	21429335
96	"ENSG00000214087.8"	"ARL16"	chr17	-	81682442	81682675	81682490	81682675	81682033	81682149
97	"ENSG00000147144.13"	"CCDC120"	chrX	+	49062234	49062325	49062234	49062289	49062467	49062601
98	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062104	49061958	49062058	49062234	49062325
99	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062117	49061958	49062058	49062234	49062325
100	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062117	49061958	49062104	49062234	49062325
101	"ENSG00000068079.7"	"IFI35"	chr17	+	43013266	43013379	43013266	43013373	43013475	43013662
102	"ENSG00000170892.12"	"TSEN34"	chr19	+	54190267	54190450	54190267	54190371	54191360	54191607
103	"ENSG00000184900.15"	"SUMO3"	chr21	-	44813861	44814104	44813975	44814104	44809046	44809118
104	"ENSG00000184900.15"	"SUMO3"	chr21	-	44808996	44809118	44809046	44809118	44805616	44807040
105	"ENSG00000197798.9"	"FAM118B"	chr11	+	126229224	126229336	126229224	126229293	126234994	126235087
106	"ENSG00000167257.11"	"RNF214"	chr11	+	117238600	117239111	117238600	117238646	117239800	117239860
107	"ENSG00000173531.15"	"MST1"	chr3	-	49686946	49687067	49686950	49687067	49686683	49686802
108	"ENSG00000117523.16"	"PRRC2C"	chr1	+	171514535	171514645	171514535	171514630	171515733	171515859
109	"ENSG00000117523.16"	"PRRC2C"	chr1	+	171584418	171584541	171584418	171584526	171587002	171587221
110	"ENSG00000080031.10"	"PTPRH"	chr19	-	55207125	55207199	55207165	55207199	55206688	55206976
111	"ENSG00000076067.13"	"RBMS2"	chr12	+	56587553	56587664	56587553	56587659	56588293	56588374
112	"ENSG00000227028.6"	"SLC8A1-AS1"	chr2	+	39922848	39923018	39922848	39922889	40104908	40104962
113	"ENSG00000227028.6"	"SLC8A1-AS1"	chr2	+	40065357	40065855	40065357	40065472	40104908	40104962
114	"ENSG00000182326.15"	"C1S"	chr12	+	7061751	7061917	7061751	7061791	7062889	7063067
115	"ENSG00000175390.14"	"EIF3F"	chr11	+	7991780	7991971	7991780	7991851	7992083	7992163
116	"ENSG00000187097.12"	"ENTPD5"	chr14	-	74015823	74015930	74015847	74015930	74011090	74011150
117	"ENSG00000267795.6"	"SMIM22"	chr16	+	4795947	4796048	4795947	4796033	4796189	4796281
118	"ENSG00000100626.17"	"GALNT16"	chr14	+	69259641	69259797	69259641	69259746	69260177	69260467
119	"ENSG00000155465.18"	"SLC7A7"	chr14	-	22815313	22815451	22815319	22815451	22812899	22813440
120	"ENSG00000173486.13"	"FKBP2"	chr11	+	64241664	64241994	64241664	64241747	64242383	64242558
121	"ENSG00000187609.16"	"EXD3"	chr9	-	137354566	137354773	137354699	137354773	137354338	137354377
122	"ENSG00000175676.15"	"GOLGA8DP"	chr15	+	23165789	23165875	23165789	23165865	23166296	23166388
123	"ENSG00000162300.13"	"ZFPL1"	chr11	+	65084241	65084378	65084241	65084360	65084690	65084800
124	"ENSG00000162300.13"	"ZFPL1"	chr11	+	65085114	65085314	65085114	65085226	65086414	65086608
125	"ENSG00000162300.13"	"ZFPL1"	chr11	+	65084690	65084800	65084690	65084782	65085114	65085226
126	"ENSG00000011600.12"	"TYROBP"	chr19	-	35908167	35908295	35908174	35908295	35907729	35907762
127	"ENSG00000123384.14"	"LRP1"	chr12	+	57201779	57201947	57201779	57201905	57202420	57202537
128	"ENSG00000251372.6"	"LINC00499"	chr4	+	138313290	138313401	138313290	138313324	138339011	138339257
129	"ENSG00000136960.12"	"ENPP2"	chr8	-	119626564	119626720	119626618	119626720	119621393	119621519
130	"ENSG00000136960.12"	"ENPP2"	chr8	-	119582417	119582602	119582429	119582602	119580115	119580167
131	"ENSG00000092208.17"	"GEMIN2"	chr14	+	39114305	39114475	39114305	39114395	39114828	39114913
132	"ENSG00000162585.17"	"FAAP20"	chr1	-	2198753	2201225	2201049	2201225	2198006	2198142
133	"ENSG00000233217.2"	"MROH3P"	chr1	+	200958828	200959038	200958828	200958987	200960331	200960433
134	"ENSG00000233217.2"	"MROH3P"	chr1	+	200937179	200937334	200937179	200937331	200948091	200948236
135	"ENSG00000228624.7"	"HDAC2-AS2"	chr6	+	113991892	113992187	113991892	113992018	113993342	113993487
136	"ENSG00000228624.7"	"HDAC2-AS2"	chr6	+	113991892	113992187	113991892	113992120	113993342	113993487
137	"ENSG00000228624.7"	"HDAC2-AS2"	chr6	+	113991892	113992187	113991892	113992014	113993342	113993487
138	"ENSG00000228624.7"	"HDAC2-AS2"	chr6	+	113991892	113992120	113991892	113992018	113993342	113993487
139	"ENSG00000228624.7"	"HDAC2-AS2"	chr6	+	113991892	113992018	113991892	113992014	113993342	113993487
140	"ENSG00000228624.7"	"HDAC2-AS2"	chr6	+	113991892	113992120	113991892	113992014	113993342	113993487
141	"ENSG00000143258.16"	"USP21"	chr1	+	161163877	161163981	161163877	161163922	161164163	161164250
142	"ENSG00000175121.11"	"WFDC5"	chr20	-	45110373	45110540	45110399	45110540	45109451	45110013
143	"ENSG00000114423.22"	"CBLB"	chr3	-	105671020	105671046	105671023	105671046	105670232	105670352
144	"ENSG00000114423.22"	"CBLB"	chr3	-	105681292	105681610	105681478	105681610	105678430	105678571
145	"ENSG00000186318.16"	"BACE1"	chr11	-	117295130	117295347	117295262	117295347	117293870	117293933
146	"ENSG00000186318.16"	"BACE1"	chr11	-	117295130	117295347	117295262	117295347	117293870	117294008
147	"ENSG00000186318.16"	"BACE1"	chr11	-	117295262	117295347	117295318	117295347	117293870	117294008
148	"ENSG00000186318.16"	"BACE1"	chr11	-	117295130	117295347	117295318	117295347	117293870	117294008
149	"ENSG00000134460.18"	"IL2RA"	chr10	-	6021477	6021693	6021504	6021693	6019869	6019941
150	"ENSG00000121578.13"	"B4GALT4"	chr3	-	119218649	119218772	119218711	119218772	119216239	119216344
151	"ENSG00000121578.13"	"B4GALT4"	chr3	-	119240764	119240878	119240849	119240878	119236852	119237070
152	"ENSG00000121578.13"	"B4GALT4"	chr3	-	119240315	119240530	119240360	119240530	119236852	119237070
153	"ENSG00000162144.9"	"CYB561A3"	chr11	-	61352955	61353139	61352984	61353139	61350990	61351147
154	"ENSG00000137101.13"	"CD72"	chr9	-	35618221	35618413	35618271	35618413	35618013	35618121
155	"ENSG00000105325.14"	"FZR1"	chr19	+	3534420	3534522	3534420	3534513	3534794	3534836
156	"ENSG00000141485.17"	"SLC13A5"	chr17	-	6707027	6707156	6707031	6707156	6706641	6706778
157	"ENSG00000095066.11"	"HOOK2"	chr19	-	12774634	12774741	12774668	12774741	12772993	12773044
158	"ENSG00000095066.11"	"HOOK2"	chr19	-	12774560	12774741	12774668	12774741	12772993	12773044
159	"ENSG00000095066.11"	"HOOK2"	chr19	-	12774560	12774741	12774634	12774741	12772993	12773044
160	"ENSG00000135913.11"	"USP37"	chr2	-	218562672	218562813	218562717	218562813	218560819	218560883
161	"ENSG00000106571.14"	"GLI3"	chr7	-	42151234	42152420	42152352	42152420	42150019	42150102
162	"ENSG00000270765.5"	"GAS2L2"	chr17	-	35750153	35750318	35750154	35750318	35750076	35750106
163	"ENSG00000166634.6"	"SERPINB12"	chr18	+	63558351	63558486	63558351	63558426	63559577	63559718
164	"ENSG00000126878.13"	"AIF1L"	chr9	+	131114576	131114618	131114576	131114594	131117755	131117918
165	"ENSG00000126878.13"	"AIF1L"	chr9	+	131117755	131117918	131117755	131117847	131120234	131123145
166	"ENSG00000134644.15"	"PUM1"	chr1	-	31059203	31059577	31059298	31059577	31028795	31028864
167	"ENSG00000134644.15"	"PUM1"	chr1	-	30968296	30968492	30968353	30968492	30967166	30967310
168	"ENSG00000134644.15"	"PUM1"	chr1	-	30941921	30942123	30941997	30942123	30941150	30941272
169	"ENSG00000134644.15"	"PUM1"	chr1	-	30950126	30950261	30950132	30950261	30945345	30945483
170	"ENSG00000237988.5"	"OR2I1P"	chr6	+	29550406	29550857	29550406	29550600	29553224	29557721
171	"ENSG00000166278.15"	"C2"	chr6	+	31927954	31928192	31927954	31928164	31928731	31928917
172	"ENSG00000267052.3"	"AC005050.1"	chr7	-	106572947	106573160	106572963	106573160	106569910	106571144
173	"ENSG00000258084.6"	"AC128707.1"	chr12	+	78477392	78477511	78477392	78477489	78482784	78483019
174	"ENSG00000265480.5"	"KRT18P55"	chr17	-	28306975	28307382	28307031	28307382	28306093	28306210
175	"ENSG00000026751.17"	"SLAMF7"	chr1	+	160749820	160750132	160749820	160750093	160750303	160750423
176	"ENSG00000167394.13"	"ZNF668"	chr16	-	31072739	31073502	31072885	31073502	31063812	31064481
177	"ENSG00000183401.12"	"CCDC159"	chr19	+	11346530	11346634	11346530	11346627	11349653	11349687
178	"ENSG00000113645.14"	"WWC1"	chr5	+	168441681	168441849	168441681	168441834	168444493	168444585
179	"ENSG00000136098.17"	"NEK3"	chr13	-	52143914	52143987	52143915	52143987	52136799	52136902
180	"ENSG00000135932.11"	"CAB39"	chr2	+	230713547	230714058	230713547	230713802	230759958	230760115
181	"ENSG00000123352.17"	"SPATS2"	chr12	+	49366904	49367587	49366904	49367021	49371227	49371290
182	"ENSG00000061936.9"	"SFSWAP"	chr12	+	131714070	131714240	131714070	131714193	131714821	131714953
183	"ENSG00000090316.16"	"MAEA"	chr4	+	1311978	1312238	1311978	1312161	1315396	1315600
184	"ENSG00000090316.16"	"MAEA"	chr4	+	1311978	1312238	1311978	1312161	1322380	1322503
185	"ENSG00000118420.17"	"UBE3D"	chr6	-	83065641	83065841	83065679	83065841	83057825	83058022
186	"ENSG00000118420.17"	"UBE3D"	chr6	-	83022452	83022561	83022478	83022561	83018972	83019136
187	"ENSG00000167283.8"	"ATP5MG"	chr11	+	118406936	118407097	118406936	118406976	118408999	118409199
188	"ENSG00000172717.16"	"FAM71D"	chr14	+	67221778	67222025	67221778	67221807	67223752	67223940
189	"ENSG00000198561.14"	"CTNND1"	chr11	+	57761796	57762119	57761796	57762068	57794009	57794081
190	"ENSG00000198561.14"	"CTNND1"	chr11	+	57761796	57762119	57761796	57762046	57794009	57794081
191	"ENSG00000198561.14"	"CTNND1"	chr11	+	57761796	57762068	57761796	57762046	57794009	57794081
192	"ENSG00000198561.14"	"CTNND1"	chr11	+	57761796	57762119	57761796	57762046	57789036	57789155
193	"ENSG00000126952.17"	"NXF5"	chrX	-	101837397	101837654	101837491	101837654	101836733	101836831
194	"ENSG00000105393.16"	"BABAM1"	chr19	+	17267442	17267527	17267442	17267516	17268793	17269091
195	"ENSG00000101365.21"	"IDH3B"	chr20	-	2658637	2658837	2658758	2658837	2658394	2658522
196	"ENSG00000101365.21"	"IDH3B"	chr20	-	2660029	2660176	2660067	2660176	2659698	2659793
197	"ENSG00000171453.20"	"POLR1C"	chr6	+	43519705	43519905	43519705	43519838	43520065	43520185
198	"ENSG00000156508.18"	"EEF1A1"	chr6	-	73518025	73518264	73518029	73518264	73515751	73517934
199	"ENSG00000260923.7"	"LINC02193"	chr16	+	90215292	90216198	90215292	90215556	90222243	90222292
200	"ENSG00000287516.1"	"AL359764.2"	chr1	+	241436324	241436522	241436324	241436503	241446914	241447003
201	"ENSG00000174606.14"	"ANGEL2"	chr1	-	213015608	213015826	213015612	213015826	213008209	213008466
202	"ENSG00000109133.13"	"TMEM33"	chr4	+	41935128	41935310	41935128	41935262	41935466	41935529
203	"ENSG00000120029.13"	"ARMH3"	chr10	-	102032932	102033172	102033025	102033172	102029447	102029745
204	"ENSG00000092199.17"	"HNRNPC"	chr14	-	21230957	21231072	21230996	21231072	21230318	21230366
205	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21467893	21468202	21467893	21468017	21468314	21468431
206	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21468943	21469062	21468943	21469003	21469273	21469346
207	"ENSG00000137648.18"	"TMPRSS4"	chr11	+	118094821	118094865	118094821	118094855	118098984	118099098
208	"ENSG00000137648.18"	"TMPRSS4"	chr11	+	118098984	118099098	118098984	118099034	118103100	118103253
209	"ENSG00000143575.15"	"HAX1"	chr1	+	154273335	154273598	154273335	154273534	154273773	154273961
210	"ENSG00000066294.14"	"CD84"	chr1	-	160553359	160553497	160553377	160553497	160552704	160552737
211	"ENSG00000116747.12"	"RO60"	chr1	+	193084578	193084698	193084578	193084657	193091650	193091777
212	"ENSG00000155561.15"	"NUP205"	chr7	+	135606144	135606226	135606144	135606210	135606750	135606915
213	"ENSG00000168268.11"	"NT5DC2"	chr3	-	52528445	52528539	52528511	52528539	52528182	52528311
214	"ENSG00000108179.14"	"PPIF"	chr10	+	79351486	79351714	79351486	79351583	79352316	79352392
215	"ENSG00000100124.15"	"ANKRD54"	chr22	-	37832957	37833206	37833158	37833206	37832636	37832744
216	"ENSG00000182240.16"	"BACE2"	chr21	+	41241818	41241947	41241818	41241939	41243375	41243510
217	"ENSG00000163479.14"	"SSR2"	chr1	-	156018131	156018368	156018269	156018368	156014960	156015069
218	"ENSG00000163479.14"	"SSR2"	chr1	-	156012384	156012565	156012394	156012565	156011809	156011887
219	"ENSG00000163479.14"	"SSR2"	chr1	-	156018131	156018368	156018251	156018368	156011809	156011887
220	"ENSG00000141837.21"	"CACNA1A"	chr19	-	13210616	13212216	13212102	13212216	13209311	13209498
221	"ENSG00000141837.21"	"CACNA1A"	chr19	-	13303536	13303613	13303545	13303613	13300549	13300656
222	"ENSG00000141698.17"	"NT5C3B"	chr17	-	41835587	41835957	41835858	41835957	41835202	41835272
223	"ENSG00000175262.14"	"C1orf127"	chr1	-	10949623	10949814	10949701	10949814	10947642	10948844
224	"ENSG00000228714.4"	"AL691420.1"	chr9	-	115742814	115743070	115742952	115743070	115741461	115741562
225	"ENSG00000250305.9"	"TRMT9B"	chr8	+	12990833	12991031	12990833	12991000	13006201	13006356
226	"ENSG00000261742.6"	"LINC00922"	chr16	-	65356394	65356489	65356430	65356489	65354242	65354301
227	"ENSG00000186867.11"	"QRFPR"	chr4	-	121332820	121333056	121332933	121333056	121330425	121330523
228	"ENSG00000104517.13"	"UBR5"	chr8	-	102289452	102289576	102289528	102289576	102288154	102288266
229	"ENSG00000130475.14"	"FCHO1"	chr19	+	17754591	17754758	17754591	17754621	17755117	17755191
230	"ENSG00000130475.14"	"FCHO1"	chr19	+	17754316	17754466	17754316	17754361	17754591	17754758
231	"ENSG00000118058.22"	"KMT2A"	chr11	+	118491195	118491318	118491195	118491309	118491743	118491928
232	"ENSG00000161929.15"	"SCIMP"	chr17	-	5223332	5223456	5223353	5223456	5221286	5221350
233	"ENSG00000176697.19"	"BDNF"	chr11	-	27720345	27720723	27720428	27720723	27654892	27658585
234	"ENSG00000176697.19"	"BDNF"	chr11	-	27699381	27699667	27699482	27699667	27654892	27658585
235	"ENSG00000184500.16"	"PROS1"	chr3	-	93905783	93905915	93905828	93905915	93900803	93900929
236	"ENSG00000173214.7"	"MFSD4B"	chr6	+	111273329	111273429	111273329	111273422	111277999	111278158
237	"ENSG00000123297.19"	"TSFM"	chr12	+	57783614	57784170	57783614	57783652	57786162	57786291
238	"ENSG00000123297.19"	"TSFM"	chr12	+	57782775	57782877	57782775	57782858	57783109	57783283
239	"ENSG00000103266.11"	"STUB1"	chr16	+	681792	681903	681792	681880	682019	682076
240	"ENSG00000075239.14"	"ACAT1"	chr11	+	108134220	108134316	108134220	108134296	108138897	108139041
241	"ENSG00000178467.18"	"P4HTM"	chr3	+	49002499	49006187	49002499	49002596	49006686	49007115
242	"ENSG00000178467.18"	"P4HTM"	chr3	+	49001437	49001628	49001437	49001562	49002499	49002596
243	"ENSG00000267057.6"	"LINC01905"	chr18	+	56063217	56063353	56063217	56063231	56077521	56077728
244	"ENSG00000135698.10"	"MPHOSPH6"	chr16	-	82164081	82164194	82164114	82164194	82151423	82151514
245	"ENSG00000090097.21"	"PCBP4"	chr3	-	51961748	51962088	51961940	51962088	51961159	51961304
246	"ENSG00000090097.21"	"PCBP4"	chr3	-	51959894	51960320	51960188	51960320	51959576	51959651
247	"ENSG00000185658.13"	"BRWD1"	chr21	-	39264890	39265019	39264985	39265019	39264459	39264685
248	"ENSG00000185658.13"	"BRWD1"	chr21	-	39255644	39255828	39255664	39255828	39250795	39250889
249	"ENSG00000124570.20"	"SERPINB6"	chr6	-	2968778	2968913	2968798	2968913	2955523	2955670
250	"ENSG00000110080.18"	"ST3GAL4"	chr11	+	126406472	126406557	126406472	126406545	126406942	126407023
251	"ENSG00000085433.15"	"WDR47"	chr1	-	109013819	109013925	109013840	109013925	109010915	109011718
252	"ENSG00000174652.19"	"ZNF266"	chr19	-	9418761	9418895	9418765	9418895	9418504	9418631
253	"ENSG00000174652.19"	"ZNF266"	chr19	-	9418761	9419299	9419216	9419299	9418504	9418631
254	"ENSG00000174652.19"	"ZNF266"	chr19	-	9418761	9419299	9419050	9419299	9418504	9418631
255	"ENSG00000174652.19"	"ZNF266"	chr19	-	9419050	9419299	9419216	9419299	9418504	9418631
256	"ENSG00000168036.18"	"CTNNB1"	chr3	+	41199469	41199670	41199469	41199622	41224020	41224081
257	"ENSG00000168036.18"	"CTNNB1"	chr3	+	41224525	41224759	41224525	41224753	41224953	41225207
258	"ENSG00000006283.18"	"CACNA1G"	chr17	+	50617858	50617929	50617858	50617908	50618096	50618126
259	"ENSG00000006283.18"	"CACNA1G"	chr17	+	50607826	50608040	50607826	50608019	50609881	50609935
260	"ENSG00000006283.18"	"CACNA1G"	chr17	+	50607826	50608040	50607826	50608019	50615360	50615512
