ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
54	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70011654	70011834	70011654	70011718	70015447	70015580
55	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70053730	70053815	70053730	70053792	70083537	70083687
56	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70048713	70050268	70048713	70050252	70051202	70051305
57	"ENSG00000179818.14"	"PCBP1-AS1"	chr2	-	70048777	70050252	70048777	70048957	70051202	70051305
58	"ENSG00000166448.14"	"TMEM130"	chr7	-	98846487	98848244	98846487	98848208	98848582	98848695
59	"ENSG00000103168.16"	"TAF1C"	chr16	-	84183243	84183333	84183243	84183328	84183409	84183507
60	"ENSG00000103168.16"	"TAF1C"	chr16	-	84179945	84180083	84179945	84180080	84180169	84180344
61	"ENSG00000103168.16"	"TAF1C"	chr16	-	84183409	84183531	84183409	84183507	84183696	84183778
62	"ENSG00000103168.16"	"TAF1C"	chr16	-	84184850	84185060	84184850	84184989	84186900	84187045
63	"ENSG00000111642.15"	"CHD4"	chr12	-	6578028	6578137	6578028	6578117	6578408	6578546
64	"ENSG00000111642.15"	"CHD4"	chr12	-	6578028	6578137	6578028	6578135	6578408	6578546
65	"ENSG00000111642.15"	"CHD4"	chr12	-	6578028	6578135	6578028	6578117	6578408	6578546
66	"ENSG00000111642.15"	"CHD4"	chr12	-	6601959	6602175	6601959	6602154	6602375	6602497
67	"ENSG00000111642.15"	"CHD4"	chr12	-	6600216	6600395	6600216	6600356	6600533	6600669
68	"ENSG00000111642.15"	"CHD4"	chr12	-	6583197	6583378	6583197	6583375	6587383	6587559
69	"ENSG00000111642.15"	"CHD4"	chr12	-	6583026	6583378	6583026	6583113	6587383	6587559
70	"ENSG00000111642.15"	"CHD4"	chr12	-	6602375	6602497	6602375	6602488	6606273	6606451
71	"ENSG00000111642.15"	"CHD4"	chr12	-	6580581	6580699	6580581	6580679	6581043	6581173
72	"ENSG00000111642.15"	"CHD4"	chr12	-	6581290	6581388	6581290	6581385	6581648	6581814
73	"ENSG00000121542.12"	"SEC22A"	chr3	+	123223558	123223722	123223643	123223722	123209198	123209399
74	"ENSG00000213366.13"	"GSTM2"	chr1	+	109671286	109671382	109671313	109671382	109669470	109669571
75	"ENSG00000005700.15"	"IBTK"	chr6	-	82196297	82196446	82196297	82196401	82200140	82200253
76	"ENSG00000005700.15"	"IBTK"	chr6	-	82194478	82194642	82194478	82194595	82196297	82196446
77	"ENSG00000140471.17"	"LINS1"	chr15	-	100580443	100580945	100580443	100580736	100602120	100602174
78	"ENSG00000259697.2"	"AC126323.2"	chr15	-	62196928	62197230	62196928	62197046	62198803	62198874
79	"ENSG00000142166.13"	"IFNAR1"	chr21	+	33340998	33341174	33341077	33341174	33335523	33335647
80	"ENSG00000204147.10"	"ASAH2B"	chr10	+	50745127	50745274	50745201	50745274	50742914	50743010
81	"ENSG00000065413.20"	"ANKRD44"	chr2	-	197088710	197088828	197088710	197088774	197089949	197090032
82	"ENSG00000000419.12"	"DPM1"	chr20	-	50940864	50940955	50940864	50940933	50942030	50942126
83	"ENSG00000000419.12"	"DPM1"	chr20	-	50940864	50940955	50940864	50940933	50941104	50941209
84	"ENSG00000204054.14"	"LINC00963"	chr9	+	129493415	129493595	129493418	129493595	129489125	129489299
85	"ENSG00000204054.14"	"LINC00963"	chr9	+	129503322	129503672	129503325	129503672	129493415	129493595
86	"ENSG00000204054.14"	"LINC00963"	chr9	+	129506176	129506948	129506708	129506948	129503322	129504188
87	"ENSG00000204054.14"	"LINC00963"	chr9	+	129502396	129503139	129502909	129503139	129493418	129493595
88	"ENSG00000204054.14"	"LINC00963"	chr9	+	129493415	129493595	129493418	129493595	129490804	129491128
89	"ENSG00000148795.7"	"CYP17A1"	chr10	-	102831507	102831614	102831507	102831611	102832510	102832680
90	"ENSG00000048162.20"	"NOP16"	chr5	-	176386839	176386943	176386839	176386909	176388234	176388343
91	"ENSG00000048162.20"	"NOP16"	chr5	-	176383945	176384374	176383945	176384283	176385220	176385327
92	"ENSG00000241322.10"	"CDRT1"	chr17	-	15594747	15594890	15594747	15594826	15596513	15596662
93	"ENSG00000172493.21"	"AFF1"	chr4	+	87126098	87126336	87126107	87126336	87125036	87125143
94	"ENSG00000172493.21"	"AFF1"	chr4	+	87134470	87134694	87134473	87134694	87132270	87132408
95	"ENSG00000172493.21"	"AFF1"	chr4	+	87084119	87084164	87084122	87084164	87046694	87047594
96	"ENSG00000010810.17"	"FYN"	chr6	-	111740980	111741097	111740980	111741093	111780565	111780635
97	"ENSG00000254654.2"	"LINC02685"	chr11	+	44974574	44974893	44974795	44974893	44973769	44974407
98	"ENSG00000163219.12"	"ARHGAP25"	chr2	+	68807272	68807480	68807275	68807480	68782232	68782320
99	"ENSG00000163219.12"	"ARHGAP25"	chr2	+	68807272	68807480	68807275	68807480	68787839	68787956
100	"ENSG00000163219.12"	"ARHGAP25"	chr2	+	68813286	68813419	68813288	68813419	68807272	68807480
101	"ENSG00000135636.14"	"DYSF"	chr2	+	71611464	71611626	71611526	71611626	71611244	71611346
102	"ENSG00000154832.15"	"CXXC1"	chr18	-	50283264	50283361	50283264	50283324	50283514	50283564
103	"ENSG00000074582.14"	"BCS1L"	chr2	+	218663133	218663442	218663242	218663442	218662882	218663000
104	"ENSG00000074582.14"	"BCS1L"	chr2	+	218662509	218662679	218662514	218662679	218662196	218662260
105	"ENSG00000165194.15"	"PCDH19"	chrX	-	100341902	100342075	100341902	100342072	100350645	100350704
106	"ENSG00000161011.20"	"SQSTM1"	chr5	+	179822888	179823053	179822957	179823053	179820904	179821141
107	"ENSG00000271086.7"	"NAMA"	chr9	-	99366398	99366543	99366398	99366516	99367660	99367808
108	"ENSG00000164306.11"	"PRIMPOL"	chr4	+	184657081	184657320	184657084	184657320	184652022	184652100
109	"ENSG00000164306.11"	"PRIMPOL"	chr4	+	184685408	184685498	184685411	184685498	184682247	184682336
110	"ENSG00000185920.16"	"PTCH1"	chr9	-	95482133	95482238	95482133	95482203	95485684	95485874
111	"ENSG00000152076.18"	"CCDC74B"	chr2	-	130142132	130142381	130142132	130142183	130143268	130143313
112	"ENSG00000152076.18"	"CCDC74B"	chr2	-	130142132	130142353	130142132	130142183	130143268	130143313
113	"ENSG00000152076.18"	"CCDC74B"	chr2	-	130142132	130142381	130142132	130142353	130143268	130143313
114	"ENSG00000169180.11"	"XPO6"	chr16	-	28106382	28106497	28106382	28106452	28107521	28107677
115	"ENSG00000169180.11"	"XPO6"	chr16	-	28097994	28098639	28097994	28098618	28101457	28101688
116	"ENSG00000244040.7"	"IL12A-AS1"	chr3	-	159997843	159998317	159997843	159998105	160009111	160009257
117	"ENSG00000163531.15"	"NFASC"	chr1	+	204974567	204974823	204974656	204974823	204974178	204974290
118	"ENSG00000108679.13"	"LGALS3BP"	chr17	-	78972969	78973343	78972969	78973222	78974687	78974819
119	"ENSG00000283486.2"	"FAM95C"	chr9	-	38542311	38543156	38542311	38543055	38543238	38543363
120	"ENSG00000109113.20"	"RAB34"	chr17	-	28717212	28717620	28717212	28717398	28718121	28718167
121	"ENSG00000109113.20"	"RAB34"	chr17	-	28717212	28717647	28717212	28717620	28718121	28718167
122	"ENSG00000109113.20"	"RAB34"	chr17	-	28717212	28717620	28717212	28717425	28718121	28718167
123	"ENSG00000109113.20"	"RAB34"	chr17	-	28717212	28717647	28717212	28717398	28718121	28718167
124	"ENSG00000109113.20"	"RAB34"	chr17	-	28717212	28717425	28717212	28717398	28718121	28718167
125	"ENSG00000109113.20"	"RAB34"	chr17	-	28717212	28717647	28717212	28717425	28718121	28718167
126	"ENSG00000109113.20"	"RAB34"	chr17	-	28715194	28715276	28715194	28715214	28715455	28715507
127	"ENSG00000109113.20"	"RAB34"	chr17	-	28717212	28717425	28717212	28717291	28718121	28718268
128	"ENSG00000109113.20"	"RAB34"	chr17	-	28715992	28716061	28715992	28716058	28716902	28716994
129	"ENSG00000007516.13"	"BAIAP3"	chr16	+	1339495	1339603	1339564	1339603	1339163	1339244
130	"ENSG00000007516.13"	"BAIAP3"	chr16	+	1339495	1339603	1339579	1339603	1339163	1339244
131	"ENSG00000007516.13"	"BAIAP3"	chr16	+	1339564	1339603	1339579	1339603	1339163	1339244
132	"ENSG00000007516.13"	"BAIAP3"	chr16	+	1339112	1339244	1339163	1339244	1338901	1338989
133	"ENSG00000007516.13"	"BAIAP3"	chr16	+	1346846	1346955	1346933	1346955	1346604	1346684
134	"ENSG00000129951.18"	"PLPPR3"	chr19	-	814433	814607	814433	814571	814691	814749
135	"ENSG00000167088.11"	"SNRPD1"	chr18	+	21623747	21623939	21623874	21623939	21622724	21622801
136	"ENSG00000101665.9"	"SMAD7"	chr18	-	48942480	48942555	48942480	48942552	48948383	48948437
137	"ENSG00000078795.16"	"PKD2L2"	chr5	+	137907741	137907912	137907807	137907912	137906205	137906434
138	"ENSG00000078795.16"	"PKD2L2"	chr5	+	137892479	137892613	137892523	137892613	137890480	137890582
139	"ENSG00000078795.16"	"PKD2L2"	chr5	+	137892479	137892613	137892566	137892613	137890480	137890582
140	"ENSG00000078795.16"	"PKD2L2"	chr5	+	137892523	137892613	137892566	137892613	137890480	137890582
141	"ENSG00000185038.14"	"MROH2A"	chr2	+	233779344	233779452	233779346	233779452	233775723	233775757
142	"ENSG00000223812.8"	"AC073365.1"	chr3	+	191569599	191569824	191569786	191569824	191557261	191557288
143	"ENSG00000223812.8"	"AC073365.1"	chr3	+	191573313	191573474	191573315	191573474	191569599	191569824
144	"ENSG00000223812.8"	"AC073365.1"	chr3	+	191569599	191569824	191569640	191569824	191568205	191568341
145	"ENSG00000156873.16"	"PHKG2"	chr16	+	30756354	30756520	30756366	30756520	30756181	30756272
146	"ENSG00000140265.12"	"ZSCAN29"	chr15	-	43366109	43366808	43366109	43366774	43368922	43369127
147	"ENSG00000275016.5"	"AC015574.1"	chr15	+	95810075	95810116	95810078	95810116	95730363	95730442
148	"ENSG00000132361.17"	"CLUH"	chr17	-	2700677	2700825	2700677	2700782	2701139	2701265
149	"ENSG00000132361.17"	"CLUH"	chr17	-	2696433	2696538	2696433	2696535	2696718	2696942
150	"ENSG00000164113.11"	"ADAD1"	chr4	+	122411221	122411392	122411254	122411392	122407907	122408031
151	"ENSG00000100888.14"	"CHD8"	chr14	-	21400150	21400331	21400150	21400307	21400412	21400612
152	"ENSG00000100888.14"	"CHD8"	chr14	-	21430800	21431724	21430800	21431643	21431810	21431858
153	"ENSG00000214087.8"	"ARL16"	chr17	-	81682033	81682675	81682033	81682149	81683012	81683126
154	"ENSG00000249743.6"	"AC116345.1"	chr5	+	73287613	73287682	73287616	73287682	73286486	73286599
155	"ENSG00000249743.6"	"AC116345.1"	chr5	+	73286459	73286599	73286486	73286599	73213953	73214281
156	"ENSG00000170892.12"	"TSEN34"	chr19	+	54192115	54192373	54192136	54192373	54191720	54191964
157	"ENSG00000114107.9"	"CEP70"	chr3	-	138571265	138571356	138571265	138571353	138591853	138591956
158	"ENSG00000114107.9"	"CEP70"	chr3	-	138572858	138572932	138572858	138572914	138591853	138591956
159	"ENSG00000114107.9"	"CEP70"	chr3	-	138572858	138572984	138572858	138572932	138591853	138591956
160	"ENSG00000114107.9"	"CEP70"	chr3	-	138572858	138572984	138572858	138572914	138591853	138591956
161	"ENSG00000204348.10"	"DXO"	chr6	-	31970605	31970825	31970605	31970752	31970911	31971147
162	"ENSG00000101425.14"	"BPI"	chr20	+	38323869	38324046	38323921	38324046	38320182	38320274
163	"ENSG00000197798.9"	"FAM118B"	chr11	+	126261424	126261484	126261427	126261484	126256566	126256852
164	"ENSG00000160584.16"	"SIK3"	chr11	-	116857809	116858699	116857809	116858519	116859264	116859604
165	"ENSG00000160584.16"	"SIK3"	chr11	-	116846382	116846553	116846382	116846457	116847475	116847608
166	"ENSG00000148386.9"	"LCN9"	chr9	+	135665650	135665752	135665695	135665752	135665244	135665355
167	"ENSG00000102316.17"	"MAGED2"	chrX	+	54809721	54810213	54810117	54810213	54809302	54809376
168	"ENSG00000173531.15"	"MST1"	chr3	-	49685011	49685089	49685011	49685085	49685261	49685382
169	"ENSG00000173531.15"	"MST1"	chr3	-	49687148	49687478	49687148	49687285	49687555	49687668
170	"ENSG00000248872.2"	"LINC02431"	chr4	+	171056199	171056338	171056204	171056338	171055827	171055898
171	"ENSG00000248872.2"	"LINC02431"	chr4	+	171056174	171056338	171056199	171056338	171055827	171055898
172	"ENSG00000248872.2"	"LINC02431"	chr4	+	171056174	171056338	171056204	171056338	171055827	171055898
173	"ENSG00000258791.9"	"LINC00520"	chr14	-	55781136	55782980	55781136	55782581	55793367	55793456
174	"ENSG00000117523.16"	"PRRC2C"	chr1	+	171517585	171517814	171517590	171517814	171515733	171515859
175	"ENSG00000117523.16"	"PRRC2C"	chr1	+	171512994	171513172	171513000	171513172	171512031	171512200
176	"ENSG00000142528.16"	"ZNF473"	chr19	+	50030891	50031091	50031013	50031091	50025892	50026122
177	"ENSG00000080031.10"	"PTPRH"	chr19	-	55206688	55206976	55206688	55206955	55207165	55207199
178	"ENSG00000097021.19"	"ACOT7"	chr1	-	6282723	6282888	6282723	6282796	6294863	6294980
179	"ENSG00000265190.6"	"ANXA8"	chr10	-	47478532	47478741	47478532	47478627	47479797	47479888
180	"ENSG00000258240.6"	"AC002351.1"	chr12	-	110956238	110956340	110956238	110956336	110957391	110957480
181	"ENSG00000128284.19"	"APOL3"	chr22	-	36149045	36149371	36149045	36149142	36160668	36160929
182	"ENSG00000141198.16"	"TOM1L1"	chr17	+	54912665	54912815	54912686	54912815	54905488	54905567
183	"ENSG00000141198.16"	"TOM1L1"	chr17	+	54949517	54949623	54949550	54949623	54947260	54947312
184	"ENSG00000141198.16"	"TOM1L1"	chr17	+	54903707	54903792	54903712	54903792	54900852	54900923
185	"ENSG00000227028.6"	"SLC8A1-AS1"	chr2	+	40213108	40213218	40213168	40213218	40209966	40210024
186	"ENSG00000167461.12"	"RAB8A"	chr19	+	16129553	16129604	16129573	16129604	16128025	16128091
187	"ENSG00000182326.15"	"C1S"	chr12	+	7061751	7061917	7061838	7061917	7061211	7061408
188	"ENSG00000182326.15"	"C1S"	chr12	+	7067008	7067117	7067038	7067117	7066517	7066633
189	"ENSG00000105701.16"	"FKBP8"	chr19	-	18538215	18538436	18538215	18538433	18539370	18539459
190	"ENSG00000105701.16"	"FKBP8"	chr19	-	18532663	18532814	18532663	18532795	18533269	18533347
191	"ENSG00000158815.11"	"FGF17"	chr8	+	22046113	22046291	22046146	22046291	22043144	22043181
192	"ENSG00000130985.17"	"UBA1"	chrX	+	47205947	47206113	47206077	47206113	47203540	47203696
193	"ENSG00000186714.12"	"CCDC73"	chr11	-	32653122	32653227	32653122	32653197	32653977	32654037
194	"ENSG00000169347.16"	"GP2"	chr16	-	20323815	20324256	20323815	20324061	20326337	20326467
195	"ENSG00000116754.13"	"SRSF11"	chr1	+	70249930	70250047	70249951	70250047	70246817	70246907
196	"ENSG00000126391.14"	"FRMD8"	chr11	+	65389360	65389528	65389384	65389528	65387036	65387121
197	"ENSG00000108509.21"	"CAMTA2"	chr17	-	4968906	4968981	4968906	4968979	4969149	4969337
198	"ENSG00000108509.21"	"CAMTA2"	chr17	-	4981677	4981831	4981677	4981742	4982756	4982892
199	"ENSG00000108509.21"	"CAMTA2"	chr17	-	4982088	4982227	4982088	4982175	4982756	4982892
200	"ENSG00000108509.21"	"CAMTA2"	chr17	-	4982088	4982227	4982088	4982160	4982756	4982892
201	"ENSG00000108509.21"	"CAMTA2"	chr17	-	4982088	4982175	4982088	4982160	4982756	4982892
202	"ENSG00000176798.2"	"OR51L1"	chr11	+	4998823	5005536	5002570	5005536	4997481	4997583
203	"ENSG00000060339.14"	"CCAR1"	chr10	+	68742375	68742569	68742427	68742569	68736875	68737048
204	"ENSG00000197948.11"	"FCHSD1"	chr5	-	141649394	141649536	141649394	141649530	141649886	141649954
205	"ENSG00000197948.11"	"FCHSD1"	chr5	-	141644858	141644942	141644858	141644938	141645019	141645148
206	"ENSG00000127957.18"	"PMS2P3"	chr7	-	75514644	75514784	75514644	75514779	75515717	75515828
207	"ENSG00000187609.16"	"EXD3"	chr9	-	137348070	137348238	137348070	137348151	137349109	137349282
208	"ENSG00000101197.13"	"BIRC7"	chr20	+	63239357	63239610	63239411	63239610	63239161	63239233
209	"ENSG00000175676.15"	"GOLGA8DP"	chr15	+	23167324	23167482	23167329	23167482	23167139	23167240
210	"ENSG00000162300.13"	"ZFPL1"	chr11	+	65085114	65086608	65086414	65086608	65084690	65084800
211	"ENSG00000119402.17"	"FBXW2"	chr9	-	120787768	120788278	120787768	120788186	120793148	120793257
212	"ENSG00000011600.12"	"TYROBP"	chr19	-	35907217	35907264	35907217	35907261	35907445	35907580
213	"ENSG00000011600.12"	"TYROBP"	chr19	-	35907217	35907357	35907217	35907261	35907445	35907580
214	"ENSG00000011600.12"	"TYROBP"	chr19	-	35907217	35907357	35907217	35907264	35907445	35907580
215	"ENSG00000123384.14"	"LRP1"	chr12	+	57148980	57150059	57149679	57150059	57145226	57145490
216	"ENSG00000251372.6"	"LINC00499"	chr4	+	138521555	138521698	138521558	138521698	138349717	138349850
217	"ENSG00000071127.17"	"WDR1"	chr4	-	10087706	10087940	10087706	10087935	10088292	10088373
218	"ENSG00000226994.9"	"AC012593.1"	chr2	+	35164119	35164242	35164127	35164242	35162930	35163059
219	"ENSG00000226994.9"	"AC012593.1"	chr2	+	35162775	35162839	35162788	35162839	35159546	35159628
220	"ENSG00000206535.8"	"LNP1"	chr3	+	100451679	100451949	100451735	100451949	100429696	100429885
221	"ENSG00000206535.8"	"LNP1"	chr3	+	100451679	100451949	100451718	100451949	100429696	100429885
222	"ENSG00000206535.8"	"LNP1"	chr3	+	100451718	100451949	100451735	100451949	100429696	100429885
223	"ENSG00000143258.16"	"USP21"	chr1	+	161165028	161165143	161165070	161165143	161164834	161164942
224	"ENSG00000128918.15"	"ALDH1A2"	chr15	-	58013857	58013998	58013857	58013994	58014176	58014281
225	"ENSG00000186318.16"	"BACE1"	chr11	-	117293870	117294008	117293870	117293933	117295262	117295347
226	"ENSG00000186318.16"	"BACE1"	chr11	-	117293870	117294008	117293870	117293933	117295130	117295347
227	"ENSG00000204949.9"	"FAM83A-AS1"	chr8	-	123201171	123201982	123201171	123201454	123202207	123202743
228	"ENSG00000148334.15"	"PTGES2"	chr9	-	128123701	128123851	128123701	128123847	128124491	128124550
229	"ENSG00000148334.15"	"PTGES2"	chr9	-	128122361	128122646	128122361	128122479	128122933	128123134
230	"ENSG00000143643.13"	"TTC13"	chr1	-	230916192	230916302	230916192	230916299	230920509	230920594
231	"ENSG00000162144.9"	"CYB561A3"	chr11	-	61353783	61353992	61353783	61353823	61356529	61356728
232	"ENSG00000176083.17"	"ZNF683"	chr1	-	26367592	26367797	26367592	26367647	26368457	26368582
233	"ENSG00000176083.17"	"ZNF683"	chr1	-	26368457	26368585	26368457	26368582	26372668	26372735
234	"ENSG00000137101.13"	"CD72"	chr9	-	35615942	35616386	35615942	35616278	35616599	35616689
235	"ENSG00000154027.19"	"AK5"	chr1	+	77293792	77293960	77293864	77293960	77286940	77287127
236	"ENSG00000162949.16"	"CAPN13"	chr2	-	30743382	30743579	30743382	30743535	30745722	30745734
237	"ENSG00000105325.14"	"FZR1"	chr19	+	3532416	3532650	3532576	3532650	3531910	3532095
238	"ENSG00000186448.15"	"ZNF197"	chr3	+	44641899	44648471	44646490	44648471	44632472	44632599
239	"ENSG00000141485.17"	"SLC13A5"	chr17	-	6706641	6706900	6706641	6706778	6707027	6707156
240	"ENSG00000141485.17"	"SLC13A5"	chr17	-	6707027	6707156	6707027	6707045	6713231	6713369
241	"ENSG00000141485.17"	"SLC13A5"	chr17	-	6703877	6704056	6703877	6704005	6706641	6706778
242	"ENSG00000255745.2"	"AC023796.1"	chr12	+	24763860	24763932	24763864	24763932	24704536	24704756
243	"ENSG00000160221.18"	"GATD3A"	chr21	+	44140941	44141417	44141163	44141417	44140249	44140342
244	"ENSG00000095066.11"	"HOOK2"	chr19	-	12772612	12772702	12772612	12772680	12772779	12772912
245	"ENSG00000115966.17"	"ATF2"	chr2	-	175074504	175074867	175074504	175074835	175074999	175075087
246	"ENSG00000008382.15"	"MPND"	chr19	+	4357950	4358172	4358082	4358172	4357514	4357585
247	"ENSG00000008382.15"	"MPND"	chr19	+	4357252	4357421	4357339	4357421	4355096	4355173
248	"ENSG00000148655.15"	"LRMDA"	chr10	+	76403220	76403366	76403225	76403366	76402228	76402324
249	"ENSG00000135913.11"	"USP37"	chr2	-	218558497	218558717	218558497	218558677	218560819	218560883
250	"ENSG00000106992.19"	"AK1"	chr9	-	127873025	127873180	127873025	127873061	127874610	127874649
251	"ENSG00000106992.19"	"AK1"	chr9	-	127868320	127868512	127868320	127868475	127871822	127871939
252	"ENSG00000106571.14"	"GLI3"	chr7	-	42150019	42150183	42150019	42150102	42152352	42152420
253	"ENSG00000257433.6"	"AC004241.1"	chr12	+	47719599	47719699	47719604	47719699	47719146	47719272
254	"ENSG00000171792.11"	"RHNO1"	chr12	+	2885161	2885534	2885262	2885534	2877198	2877282
255	"ENSG00000171792.11"	"RHNO1"	chr12	+	2885161	2885534	2885282	2885534	2877222	2877282
256	"ENSG00000134644.15"	"PUM1"	chr1	-	30965981	30966278	30965981	30966197	30967166	30967310
257	"ENSG00000134644.15"	"PUM1"	chr1	-	30980061	30980166	30980061	30980163	30981311	30981405
258	"ENSG00000134644.15"	"PUM1"	chr1	-	30980061	30980178	30980061	30980166	30981311	30981405
259	"ENSG00000134644.15"	"PUM1"	chr1	-	30980061	30980178	30980061	30980163	30981311	30981405
260	"ENSG00000237988.5"	"OR2I1P"	chr6	+	29552807	29557721	29553224	29557721	29550406	29550857
261	"ENSG00000166278.15"	"C2"	chr6	+	31945177	31945672	31945461	31945672	31944979	31945029
