ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
110	"ENSG00000117407.12"	"ARTN"	chr1	+	44401740	44401903	44401764	44401903	44401261	44401388
111	"ENSG00000089472.12"	"HEPH"	chrX	+	65417524	65417736	65417653	65417736	65414939	65415071
112	"ENSG00000185033.10"	"SEMA4B"	chr15	+	90770769	90770874	90770788	90770874	90768892	90769059
113	"ENSG00000172046.14"	"USP19"	chr3	-	49155089	49155263	49155089	49155218	49155379	49155553
114	"ENSG00000172046.14"	"USP19"	chr3	-	49154491	49154794	49154491	49154791	49154869	49155003
115	"ENSG00000172046.14"	"USP19"	chr3	-	49153156	49153377	49153156	49153371	49153479	49153595
116	"ENSG00000172046.14"	"USP19"	chr3	-	49155379	49155553	49155379	49155412	49156454	49156714
117	"ENSG00000145428.10"	"RNF175"	chr4	-	154669796	154669979	154669796	154669938	154672589	154672627
118	"ENSG00000087191.8"	"PSMC5"	chr17	+	61905033	61905283	61905210	61905283	61904819	61904874
119	"ENSG00000087191.8"	"PSMC5"	chr17	+	61908379	61908586	61908395	61908586	61908168	61908295
120	"ENSG00000049656.9"	"CLPTM1L"	chr5	-	1330394	1330546	1330394	1330498	1331913	1331998
121	"ENSG00000196154.7"	"S100A4"	chr1	-	153516088	153516415	153516088	153516399	153517129	153517285
122	"ENSG00000162129.8"	"CLPB"	chr11	-	72013347	72013417	72013347	72013392	72018242	72018298
123	"ENSG00000100565.11"	"C14orf166B"	chr14	+	77319558	77319753	77319628	77319753	77318707	77318793
124	"ENSG00000138435.10"	"CHRNA1"	chr2	-	175618946	175619142	175618946	175619006	175624058	175624103
125	"ENSG00000109065.7"	"NAT9"	chr17	-	72768098	72768193	72768098	72768116	72768356	72768416
126	"ENSG00000109065.7"	"NAT9"	chr17	-	72768098	72768193	72768098	72768178	72768356	72768416
127	"ENSG00000109065.7"	"NAT9"	chr17	-	72768098	72768178	72768098	72768116	72768356	72768416
128	"ENSG00000109065.7"	"NAT9"	chr17	-	72769714	72769827	72769714	72769824	72771760	72771846
129	"ENSG00000109065.7"	"NAT9"	chr17	-	72770004	72770194	72770004	72770078	72771760	72771846
130	"ENSG00000109065.7"	"NAT9"	chr17	-	72768098	72768416	72768098	72768256	72769034	72769178
131	"ENSG00000109065.7"	"NAT9"	chr17	-	72771760	72771991	72771760	72771846	72772405	72772462
132	"ENSG00000163040.10"	"CCDC74A"	chr2	+	132290161	132290354	132290282	132290354	132289236	132289375
133	"ENSG00000163040.10"	"CCDC74A"	chr2	+	132288151	132288400	132288349	132288400	132287219	132287264
134	"ENSG00000134940.9"	"ACRV1"	chr11	-	125547691	125547958	125547691	125547913	125548123	125548192
135	"ENSG00000134940.9"	"ACRV1"	chr11	-	125547691	125547958	125547691	125547838	125548123	125548192
136	"ENSG00000134940.9"	"ACRV1"	chr11	-	125547691	125547913	125547691	125547838	125548123	125548192
137	"ENSG00000205423.7"	"CNEP1R1"	chr16	+	50068012	50068067	50068017	50068067	50067307	50067417
138	"ENSG00000143702.11"	"CEP170"	chr1	-	243319522	243319757	243319522	243319649	243327585	243329418
139	"ENSG00000198054.7"	"DSCR8"	chr21	+	39526508	39526623	39526526	39526623	39494405	39494505
140	"ENSG00000130159.9"	"ECSIT"	chr19	-	11618516	11618665	11618516	11618544	11618805	11618863
141	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91454614	91454780	91454645	91454780	91454400	91454468
142	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91454596	91454780	91454614	91454780	91454400	91454468
143	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91454596	91454780	91454645	91454780	91454400	91454468
144	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91453319	91453522	91453445	91453522	91452556	91452734
145	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91455746	91455894	91455771	91455894	91455272	91455509
146	"ENSG00000119004.10"	"CYP20A1"	chr2	+	204137368	204137471	204137392	204137471	204131236	204131404
147	"ENSG00000131781.8"	"FMO5"	chr1	-	146672733	146673086	146672733	146672925	146680413	146680613
148	"ENSG00000215788.5"	"TNFRSF25"	chr1	-	6522922	6523030	6522922	6523016	6523131	6523187
149	"ENSG00000215788.5"	"TNFRSF25"	chr1	-	6522922	6523187	6522922	6523030	6524434	6524513
150	"ENSG00000215788.5"	"TNFRSF25"	chr1	-	6522922	6523207	6522922	6523030	6524434	6524513
151	"ENSG00000215788.5"	"TNFRSF25"	chr1	-	6522922	6523207	6522922	6523187	6524434	6524513
152	"ENSG00000143850.8"	"PLEKHA6"	chr1	-	204230433	204230636	204230433	204230576	204234069	204234170
153	"ENSG00000214765.4"	"SEPT7P2"	chr7	-	45776385	45776514	45776385	45776509	45784595	45784647
154	"ENSG00000214765.4"	"SEPT7P2"	chr7	-	45763951	45765314	45763951	45764079	45765782	45765835
155	"ENSG00000169855.15"	"ROBO1"	chr3	-	78684922	78685258	78684922	78685093	78688893	78689048
156	"ENSG00000007038.6"	"PRSS21"	chr16	+	2868677	2868970	2868759	2868970	2867801	2867967
157	"ENSG00000007038.6"	"PRSS21"	chr16	+	2868683	2868970	2868759	2868970	2867801	2867967
158	"ENSG00000007038.6"	"PRSS21"	chr16	+	2868677	2868970	2868683	2868970	2867801	2867967
159	"ENSG00000007038.6"	"PRSS21"	chr16	+	2870955	2871110	2870981	2871110	2868683	2868970
160	"ENSG00000115446.7"	"UNC50"	chr2	+	99234608	99234978	99234630	99234978	99232894	99232996
161	"ENSG00000182173.8"	"TSEN54"	chr17	+	73515075	73515128	73515083	73515128	73513637	73513736
162	"ENSG00000182173.8"	"TSEN54"	chr17	+	73517435	73517591	73517489	73517591	73515075	73515128
163	"ENSG00000182173.8"	"TSEN54"	chr17	+	73517785	73518414	73518087	73518414	73517489	73517591
164	"ENSG00000149806.6"	"FAU"	chr11	-	64888971	64889116	64888971	64889011	64889210	64889293
165	"ENSG00000185842.10"	"DNAH14"	chr1	+	225347015	225347187	225347030	225347187	225341451	225341528
166	"ENSG00000129951.14"	"LPPR3"	chr19	-	814433	814607	814433	814571	814691	814749
167	"ENSG00000172297.6"	"GOLGA2P3Y"	chrY	+	27603531	27603590	27603532	27603590	27602884	27603234
168	"ENSG00000126970.11"	"ZC4H2"	chrX	-	64138921	64139116	64138921	64139084	64139960	64140133
169	"ENSG00000137842.2"	"TMEM62"	chr15	+	43441226	43441349	43441305	43441349	43440952	43441077
170	"ENSG00000085276.13"	"MECOM"	chr3	-	168838843	168839000	168838843	168838997	168840367	168840515
171	"ENSG00000085276.13"	"MECOM"	chr3	-	168833170	168834527	168833170	168833555	168838843	168838997
172	"ENSG00000102858.8"	"MGRN1"	chr16	+	4715099	4715152	4715102	4715152	4714709	4714776
173	"ENSG00000102858.8"	"MGRN1"	chr16	+	4736259	4740973	4738796	4740973	4733843	4733933
174	"ENSG00000197993.3"	"KEL"	chr7	-	142651551	142651614	142651551	142651610	142654913	142655060
175	"ENSG00000116918.9"	"TSNAX"	chr1	+	231678205	231678357	231678226	231678357	231672958	231673073
176	"ENSG00000171202.2"	"TMEM126A"	chr11	+	85365084	85365278	85365106	85365278	85361292	85361385
177	"ENSG00000047410.9"	"TPR"	chr1	-	186322819	186323012	186322819	186322982	186324541	186324690
178	"ENSG00000162897.10"	"FCAMR"	chr1	-	207139059	207139297	207139059	207139203	207140396	207140457
179	"ENSG00000164114.14"	"MAP9"	chr4	-	156289737	156289964	156289737	156289961	156294287	156294608
180	"ENSG00000164114.14"	"MAP9"	chr4	-	156281319	156281567	156281319	156281495	156283199	156283293
181	"ENSG00000135365.11"	"PHF21A"	chr11	-	46098304	46098391	46098304	46098370	46100684	46100717
182	"ENSG00000135365.11"	"PHF21A"	chr11	-	45956671	45956797	45956671	45956708	45957186	45957290
183	"ENSG00000135365.11"	"PHF21A"	chr11	-	45967390	45967649	45967390	45967554	45970436	45970497
184	"ENSG00000135365.11"	"PHF21A"	chr11	-	45991365	45991455	45991365	45991452	45992666	45992918
185	"ENSG00000135365.11"	"PHF21A"	chr11	-	46139472	46139696	46139472	46139665	46140292	46140351
186	"ENSG00000140332.11"	"TLE3"	chr15	-	70347387	70347637	70347387	70347635	70348636	70348713
187	"ENSG00000140332.11"	"TLE3"	chr15	-	70346776	70347024	70346776	70347019	70347387	70347637
188	"ENSG00000140332.11"	"TLE3"	chr15	-	70358352	70358557	70358352	70358554	70366871	70366946
189	"ENSG00000185554.10"	"NXF2"	chrX	+	101481358	101481507	101481408	101481507	101480019	101480183
190	"ENSG00000170345.5"	"FOS"	chr14	+	75746579	75746831	75746608	75746831	75745530	75745826
191	"ENSG00000141644.13"	"MBD1"	chr18	-	47803459	47803574	47803459	47803566	47806252	47806387
192	"ENSG00000141644.13"	"MBD1"	chr18	-	47800555	47800723	47800555	47800720	47801346	47801415
193	"ENSG00000141644.13"	"MBD1"	chr18	-	47799703	47799841	47799703	47799796	47799933	47800233
194	"ENSG00000227232.4"	"WASH7P"	chr1	-	18267	18379	18267	18366	24737	24891
195	"ENSG00000070367.11"	"EXOC5"	chr14	-	57713428	57713576	57713428	57713545	57714335	57714430
196	"ENSG00000167508.6"	"MVD"	chr16	-	88722512	88722969	88722512	88722712	88723843	88723990
197	"ENSG00000119698.7"	"PPP4R4"	chr14	+	94693611	94693715	94693622	94693715	94674800	94674903
198	"ENSG00000167535.3"	"CACNB3"	chr12	+	49220149	49220301	49220202	49220301	49219442	49219552
199	"ENSG00000167535.3"	"CACNB3"	chr12	+	49220027	49220301	49220149	49220301	49219442	49219552
200	"ENSG00000167535.3"	"CACNB3"	chr12	+	49220027	49220301	49220202	49220301	49219442	49219552
201	"ENSG00000167535.3"	"CACNB3"	chr12	+	49218040	49218156	49218043	49218156	49217463	49217586
202	"ENSG00000162736.11"	"NCSTN"	chr1	+	160321011	160321162	160321077	160321162	160319894	160320040
203	"ENSG00000162736.11"	"NCSTN"	chr1	+	160321843	160321996	160321915	160321996	160321485	160321595
204	"ENSG00000113231.9"	"PDE8B"	chr5	+	76627170	76627284	76627226	76627284	76624822	76624882
205	"ENSG00000011454.12"	"RABGAP1"	chr9	+	125719289	125719488	125719427	125719488	125703298	125703372
206	"ENSG00000187583.6"	"PLEKHN1"	chr1	+	906456	906588	906492	906588	906258	906386
207	"ENSG00000164746.9"	"C7orf57"	chr7	+	48092296	48092520	48092344	48092520	48089476	48089574
208	"ENSG00000005421.4"	"PON1"	chr7	-	94944633	94944802	94944633	94944761	94946045	94946101
209	"ENSG00000164045.7"	"CDC25A"	chr3	-	48224418	48224520	48224418	48224517	48225289	48225326
210	"ENSG00000116809.7"	"ZBTB17"	chr1	-	16268825	16268936	16268825	16268915	16269023	16269233
211	"ENSG00000116809.7"	"ZBTB17"	chr1	-	16272648	16272811	16272648	16272789	16273429	16273618
212	"ENSG00000153914.11"	"SREK1"	chr5	+	65451892	65454760	65454636	65454760	65449290	65449424
213	"ENSG00000153914.11"	"SREK1"	chr5	+	65460435	65460725	65460610	65460725	65459619	65459750
214	"ENSG00000153914.11"	"SREK1"	chr5	+	65473341	65473486	65473344	65473486	65470773	65470869
215	"ENSG00000137478.10"	"FCHSD2"	chr11	-	72560799	72560934	72560799	72560924	72578909	72579071
216	"ENSG00000244306.5"	"CTD-2314B22.3"	chr14	-	19919491	19919629	19919491	19919605	19921358	19921470
217	"ENSG00000100105.13"	"PATZ1"	chr22	-	31724772	31724910	31724772	31724845	31731677	31731849
218	"ENSG00000115970.14"	"THADA"	chr2	-	43804160	43804381	43804160	43804373	43805651	43805746
219	"ENSG00000115970.14"	"THADA"	chr2	-	43778927	43779064	43778927	43779061	43779342	43779478
220	"ENSG00000135074.11"	"ADAM19"	chr5	-	156904311	156908010	156904311	156904743	156908798	156908951
221	"ENSG00000177731.11"	"FLII"	chr17	-	18154993	18155130	18154993	18155127	18155312	18155460
222	"ENSG00000177731.11"	"FLII"	chr17	-	18157834	18157996	18157834	18157933	18158082	18158168
223	"ENSG00000108797.7"	"CNTNAP1"	chr17	+	40843154	40843311	40843170	40843311	40842756	40842960
224	"ENSG00000163913.7"	"IFT122"	chr3	+	129226507	129226605	129226510	129226605	129225251	129225392
225	"ENSG00000163913.7"	"IFT122"	chr3	+	129182387	129182469	129182402	129182469	129170756	129170841
226	"ENSG00000205352.6"	"PRR13"	chr12	+	53837324	53837557	53837350	53837557	53836478	53836517
227	"ENSG00000205352.6"	"PRR13"	chr12	+	53837174	53837557	53837350	53837557	53836478	53836517
228	"ENSG00000205352.6"	"PRR13"	chr12	+	53837270	53837557	53837350	53837557	53836478	53836517
229	"ENSG00000205352.6"	"PRR13"	chr12	+	53837350	53837557	53837462	53837557	53836478	53836517
230	"ENSG00000205352.6"	"PRR13"	chr12	+	53837174	53837557	53837324	53837557	53836478	53836517
231	"ENSG00000205352.6"	"PRR13"	chr12	+	53837270	53837557	53837324	53837557	53836478	53836517
232	"ENSG00000205352.6"	"PRR13"	chr12	+	53837324	53837557	53837462	53837557	53836478	53836517
233	"ENSG00000205352.6"	"PRR13"	chr12	+	53837174	53837557	53837270	53837557	53836478	53836517
234	"ENSG00000205352.6"	"PRR13"	chr12	+	53837174	53837557	53837462	53837557	53836478	53836517
235	"ENSG00000205352.6"	"PRR13"	chr12	+	53837270	53837557	53837462	53837557	53836478	53836517
236	"ENSG00000155363.14"	"MOV10"	chr1	+	113242079	113242432	113242306	113242432	113241336	113241411
237	"ENSG00000116882.10"	"HAO2"	chr1	+	119927398	119927676	119927473	119927676	119925537	119925689
238	"ENSG00000204463.8"	"BAG6"	chr6	-	31611666	31611754	31611666	31611751	31611858	31611971
239	"ENSG00000204463.8"	"BAG6"	chr6	-	31615367	31615621	31615367	31615603	31616453	31616528
240	"ENSG00000165119.14"	"HNRNPK"	chr9	-	86582998	86584355	86582998	86584295	86585076	86585246
241	"ENSG00000143164.11"	"DCAF6"	chr1	+	168035614	168035703	168035620	168035703	168034827	168034984
242	"ENSG00000156858.7"	"PRR14"	chr16	+	30666671	30666741	30666688	30666741	30665949	30666535
243	"ENSG00000135409.6"	"AMHR2"	chr12	+	53823929	53824066	53823933	53824066	53823614	53823762
244	"ENSG00000135409.6"	"AMHR2"	chr12	+	53819469	53819703	53819472	53819703	53819238	53819271
245	"ENSG00000126246.5"	"IGFLR1"	chr19	-	36230610	36230989	36230610	36230987	36231280	36231465
246	"ENSG00000272514.1"	"C6ORF165"	chr6	+	88125280	88125592	88125403	88125592	88123527	88123618
247	"ENSG00000035115.17"	"SH3YL1"	chr2	-	263210	263372	263210	263368	264781	264810
248	"ENSG00000035115.17"	"SH3YL1"	chr2	-	262630	262786	262630	262750	263210	263372
249	"ENSG00000100503.19"	"NIN"	chr14	-	51288591	51288795	51288591	51288718	51297181	51297235
250	"ENSG00000166199.8"	"ALKBH3"	chr11	+	43908155	43908203	43908158	43908203	43905532	43905567
251	"ENSG00000166199.8"	"ALKBH3"	chr11	+	43940587	43940686	43940591	43940686	43923065	43923275
252	"ENSG00000173452.9"	"TMEM196"	chr7	-	19763902	19763976	19763902	19763974	19765136	19765391
253	"ENSG00000185187.8"	"SIGIRR"	chr11	-	407424	407568	407424	407534	407816	407957
254	"ENSG00000183853.13"	"KIRREL"	chr1	+	158059243	158059418	158059291	158059418	158058116	158058244
255	"ENSG00000115266.7"	"APC2"	chr19	+	1455382	1455499	1455385	1455499	1455147	1455256
256	"ENSG00000133943.16"	"C14orf159"	chr14	+	91655253	91655514	91655331	91655514	91647529	91647733
257	"ENSG00000181381.9"	"DDX60L"	chr4	-	169340452	169340548	169340452	169340535	169341411	169341531
258	"ENSG00000181381.9"	"DDX60L"	chr4	-	169317109	169317278	169317109	169317275	169321976	169322129
259	"ENSG00000198099.4"	"ADH4"	chr4	-	100057616	100057848	100057616	100057794	100060211	100060299
260	"ENSG00000116044.11"	"NFE2L2"	chr2	-	178097119	178097311	178097119	178097290	178097977	178098067
261	"ENSG00000148288.7"	"GBGT1"	chr9	-	136028339	136029648	136028339	136029629	136030564	136030699
262	"ENSG00000148288.7"	"GBGT1"	chr9	-	136031287	136031452	136031287	136031323	136036853	136036919
